scenario_id,mean_wind_speed,max_wind_speed,wind_velocity_x,wind_velocity_y,wind_velocity,wind_acceleration_x,wind_acceleration_y,wind_acceleration,mean_abs_roll_deg,mean_abs_pitch_deg,mean_abs_vz,max_abs_vz,mean_tag_error,max_tag_error,stability_std_z,stability_std_vz,mean_imu_ang_vel,max_imu_ang_vel,mean_imu_lin_acc,max_imu_lin_acc,wind_speed_cmd,wind_dir_cmd,hover_height_cmd,gt_safe_to_land,label,success,onto_wind_condition,onto_gust,onto_temporal_pattern,onto_drone_state,onto_tag_observation,onto_landing_context
1,2.03008824059752,2.73095297813416,-1.24915660381433,-1.58244672279319,2.03008824059752,-0.0506094295849857,0.0193489606717211,0.0541820693771789,0.957043983272142,1.03298541615146,0.176297456504477,0.24027398610818,0.149610899256885,0.420019300546637,0.156813785896779,0.0417686584770182,NaN,NaN,NaN,NaN,2.0716688985117,-127.374480982322,2.31472368639318,stable,stable,1,0.6305916028707,0.167627945331558,0.185460386235611,0.896215326466576,0.33350626699694,0.567506244936466
2,2.30137390693029,3,-1.38975523149755,-1.79565632343424,2.30137390693029,0.0109892043937988,0.00635170351591345,0.0126927834127411,1.95456960802191,1.91758991856747,0.0157187188559784,0.110388937718295,0.131306105515627,0.437431531278314,0.000203190073756573,0.00878438057905479,NaN,NaN,NaN,NaN,2.42882567996652,-126.095851442396,2.4590925926719,stable,stable,1,0.713722076094686,0.159517881233021,0.0989953556498254,0.961716530005951,0.341641730881943,0.794240703815935
3,1.81215256979676,2.47809338569641,-1.12030463584128,-1.40953084568146,1.81215256979676,-0.0349826935301301,0.0213202408562066,0.0409675666447211,0.888012594901402,1.00254064596986,0.177601305193222,0.240231961675094,0.162617863082829,0.449187760055414,0.159513991021123,0.0349590657494639,NaN,NaN,NaN,NaN,1.87319628751653,-127.297520073929,1.86033433455824,stable,stable,1,0.562723206525373,0.157347404128953,0.178015937143131,0.896345000510829,0.327725394185409,0.574839859141947
4,2.43469724256811,3,-0.723894055487905,-2.28536460917466,2.43469724256811,-0.0346875411279059,-0.0148138001912716,0.037718353431812,1.4041873789802,1.13520895084061,0.062755466695012,0.240251808474933,0.110514331325277,0.45977459059076,0.00185046612403251,0.00678336876316304,NaN,NaN,NaN,NaN,2.46779887999601,-105.553838771394,1.77771395416276,unstable,unstable,0,0.755636240109522,0.134108151884675,0.0837540000695048,0.948669866918188,0.350882519410988,0.562512748469208
5,1.82981179685009,2.63421440124512,-1.05809801930636,-1.47814680129174,1.82981179685009,-0.0386804772630343,0.0111251328600972,0.0402485764027863,0.72177754772998,0.94929909682371,0.177326878197865,0.240249890378466,0.162423854017239,0.468077247360017,0.156706608172722,0.0424348259910017,NaN,NaN,NaN,NaN,1.88084050141636,-125.058018224367,2.17307457932706,stable,stable,1,0.568180790472926,0.188369491662726,0.198099922222644,0.898206672979574,0.327811620436783,0.57455776746226
6,1.88658571243286,2.64382100105286,-1.04551625344036,-1.54913461588257,1.88658571243286,0.00766411965132045,0.0047753980880908,0.009030124967546,1.59783430157187,1.421612522441,0.03372218068492,0.0502637582186178,0.115461497150929,0.431910331949598,0.0253383158529209,0.00665899584177288,NaN,NaN,NaN,NaN,1.9161886291726,-122.783489357006,1.55182119853071,stable,stable,1,0.585052273770096,0.172033462850216,0.116903004455911,0.959414684611725,0.348683779044032,0.807440139850759
7,1.89735003069145,2.98876285552979,-1.06175944792776,-1.5399995806598,1.89735003069145,-0.0626635522814014,0.015918946616391,0.0646539530570207,1.20367261782696,1.25902447835924,0.177138570371674,0.240298267412667,0.158781463128944,0.466512685330799,0.156685042010125,0.0416952767075412,NaN,NaN,NaN,NaN,1.96867067391655,-123.586570068552,1.5,stable,stable,1,0.589687101752345,0.257421110315747,0.239252381441135,0.892080951915557,0.32943046083158,0.571016822611364
8,1.92497661162396,2.70284724235535,-1.11468009146607,-1.55217507112353,1.92497661162396,-0.050821585330757,0.0131773411056083,0.0525021509477942,0.815320915881945,0.844652086706878,0.176342269527766,0.240270891158684,0.160904651350517,0.493128461736119,0.159533645839246,0.0354106450965199,NaN,NaN,NaN,NaN,1.96461919299708,-125.030810267647,2.46825080750207,stable,stable,1,0.597967799792209,0.184646286254991,0.194568212565131,0.898786220215776,0.328486821621992,0.571337405513001
9,2.62645634452502,3,-0.826344722789089,-2.46110293324717,2.62645634452502,0.00811462081146207,0.00696761368255906,0.0106955463321514,1.7798044685605,1.72433897629782,0.0269446500052317,0.0612524692182249,0.122621226979341,0.487406913818263,0.000476977999837454,0.00543389446049872,NaN,NaN,NaN,NaN,2.98365709536118,-106.900241715489,1.98915146498449,stable,stable,1,0.814451029550506,0.0860081726427651,0.0537928554298086,0.958995119359212,0.345501676898071,0.783302264646006
10,1.88135996562283,2.98700356483459,-1.13244927479059,-1.4724478118883,1.88135996562283,-0.0735408972977358,0.00674274654151095,0.0738493615834232,1.08979972838617,1.15491150126246,0.176395408771602,0.240277500806333,0.181341348229929,0.460692461657846,0.159512530716222,0.0366787874273518,NaN,NaN,NaN,NaN,1.92399487038037,-126.353098118705,2.11097426973184,stable,stable,1,0.584944741113357,0.262308859446275,0.241617514646537,0.894165278809817,0.319403845231143,0.571688229111021
